route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537160,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537108,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537104,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537055,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537150,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537159,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537056,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537148,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537149,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537105,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537103,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537057,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537155,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537162,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537102,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537058,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537154,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537101,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537059,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537100,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537060,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537061,"RALLIEMENT",0,1286857,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537111,"RALLIEMENT",0,1286858,BALA0049,1
BALA,BALA_02-Samedi-2-SCOL17-0000010,4537062,"RALLIEMENT",0,1286857,BALA0049,1
